recipeid,env_score,nutri_score,meal_score,name,ingredients,instructions,category,images
99004,206.2564084,66.05396187,70,Gombás árpa leves,"víz,bes?rített marhahús alaplé, marha combsteak, hagyma, friss gombák, répa, kockára vágott paradicsom, fekete bors, gyorsf?zés? árpa","Egy lábasban keverd össze az összes hozzávalót, KIVéVE az árpát; fedd le, és forrald fel?magas h?fokon, majd csökkentsd a h?fokot alacsonyra, és párold lefedve 20 percig, néha megkeverve.

Add hozzá az árpát, és párold további 15-20 percig, vagy amí­g az árpa megpuhul.",Alacsony koleszterin,"h?tps://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/99/00/4/picFysGbe.jpg"
153072,241.2372366,51.01056679,75,Alacsony szénhidráttartalmú töltött húspogácsa,"sovány marhahús, darált sertéshús, zöld paprika, vöröshagyma, fokhagyma gerezdek, kakukkf?, fekete bors, tojások, ketchup, cheddar sajt, friss spenót, mozzarel?a sajt","Egy tálban keverd össze az összes hozzávalót, kivéve a mozzarel?át és a spenótot. Egy darab viaszpapí­ron vagy m?anyag fólián terí­tsd szét a húskeveréket, Helyezd rá a spenótot, nyomkodd kissé bel?, majd szárd meg mozzarel?ával, és tekerd fel?segí­tségül véve a viaszpapí­rt vagy m?anyag fóliát, hogy szárosan fel?ekerhesd.

Helyezd egy süt?edénybe, és süsd 180 fokon 1-1 1/4 órán keresztül. Vedd ki a süt?b?l, és hagyd pihenni 10 percig, miel?tt fel?zel?tel?éd.

Tálald egy kevert salátával.",Sertés,"h?tps://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/30/72/picxCGdgZ.jpg"
466809,214.1132668,62.57439115,70,Lauren mexikói töltött piros paprikái,"piros kaliforniai paprika, paradicsom, darált marhahús, só, vöröshagyma, friss fokhagyma gerezdek, kömény, chilipor, tojás, f?tt rizs, monterey jack sajt, víz","Melegítsd el? a süt?t 180 fokra és kezdd el?f?zni a rizst (2 csésze leszf?zés után). Helyezd el?a paradicsom szeleteket egy nagy, sekély süt?edény alján; nagyon enyhén szárd meg sóval. Mossd meg a paprikákat, vágd ?ket félbe hosszanti irányban, és távolí­tsd el?a magokat. Helyezd a fél paprikákat a süt?edénybe úgy, hogy mindegyik egy paradicsom szeletre kerüljön; nagyon enyhén szárd meg sóval. Süsd meg a darált húst közepes-magas h?fokon 1 tk sóval, hagymával és fokhagymával; távolí­tsd el?a zsí­rt; adj hozzá köményt és chili porot. Süsd meg a tojást (fel?erve). Keverd össze a megf?tt tojást, megf?tt rizst, sajtot és darált hús keveréket; kanalazd bel? mindegyik paprika félbe. (Opcionális: adj hozzá egy pluszáréteg sajtot a tetejére.) h?tsd le, amí­g el?észülsz a sütésre (2 napon bel?l). Amikor el?észülsz a sütésre, önts az aljára 1/2 csésze vizet a süt?edényben (ne öntsd közvetlenül a paradicsomra vagy paprikára), majd fedd le szárosan az egész edényt alumí­nium fóliával. Süsd lefedve 180 fokon kb. 40 percig, vagy amí­g átmel?gszik és a sajt megolvad.",Zöldség,"h?tps://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/46/68/09/pic2p9BTr.jpg"
17357,240.7902526,69.00036482,50,Zsötyög?s disznóhús pástétom,"Darált marhahús, darált sertéshús, kolbász, víz, zabpehel?, vágott zabpehel?, hagyma, babérlevél, só, bors","Egy nagy lábasban forralj vizet, majd add hozzá az zabpel?h?t, sót és borsot - forrald le, fedd le, ésf?zd két órán keresztül. Adj hozzá húst, hagymát, f?száreket, fedd le, ésf?zd még egy órán keresztül.öntsd egy tálba/tálakba, hagyd kih?lni, majd tedd h?t?be. Borí­tsd ki, szeletel? fel? majd süsd meg barnára kevés vajban vagy olajban.",Sertés,"h?tps://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/35/7/kRzqHIM1RdC7yxJPpfxE-homemade-goetta.jpg"
537520,235.3929099,70.40946097,50,Utánzat Chipotle Carnitas ropogós tacojai,"víz, friss kakukkf? ágacskák, babérlevel?k, kóser só, egész fekete borskörmök","1. Egy sajtszövet négyzetével?készí­ts egy f?szárcsomagot: Helyezd a kakukkf?ágakat, borókabogyót, babérlevel?t és fekete borsot a szövet közepére, majd kösd össze konyhakötéllel?, Egy lassúf?z?edényben, alacsony h?fokon Helyezd el?a sertéspörköltöt az alján. 2. Adj hozzá vizet, a f?száres csomagot és sót., Fedd le és állí­tsd be 10 órára. 3. Leh?t, hogy 12 óra is szükséges, a carnitas akkor lesz kész, amikor a sertéshús könnyen széthúzh?tó egy villával., Egy nagy lyukú kanállal vagy fogóval tedd át a sertéshúst egy nagy tálba (af?z?léket tedd félre kés?bbi fel?asználásra. 4. Hagyd pihenni a húst, letakarva, kb. 10 percig., 
Melegítsd fel?a taco héjat a gyártó utasí­tásai szárint, és készí­tsd el? a kedvenc fel?éteket., Szaggasd szét a sertéshúst két villával vagy fogóval, a fel?sleges zsí­rt el?obva. 5. Kóstold meg af?z?levet. 6. (ha túl sós, hí­gí­tsd fel?forró ví­zzel? 7. Nedvesí­tsd meg a carnitast 1 csészef?z?lével? a többit kés?bbi fel?asználásra tartogasd., Rakd össze a tacókat:, Töltsd meg a tacó héjakat a Copycat Chipotle Carnitassal és a kí­vánt fel?étekkel",Mexikói,"h?tps://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/53/75/20/XlJNfa6cRBaLWZ855rAd_chipotle_carnitas_crispy_tacos_02.jpg"
30675,236.6049069,49.10723091,75,Tekerg?s húspogácsa,"Darált sertéshús, darált pulykahús, víz, zabpehel?, tojás, fokhagyma, kakukkf?, bazsalikom, petrezsel?em, mozzarel?a sajt","Keverd össze a húsféléket, leveskeveréket, vizet, zabpel?h?t, tojást, steak szószt és f?száreket egy nagy tálban. íœsd ki a húskeveréket egy téglalap alakúra. A hús legyen kb. 1/2 hüvel?k vastag. Fektesd le a bébispenót level?ket a húsra, úgy hogy átfedjenek, és egy masszí­v réteget alkossanak. szárd rá a spenótra az összes sajtot, kivéve a maradék 1/2 csészényit. Vigyázzával tekerd fel?a húst. Ez leh?t kicsit trükkös, de miután az el?? tekerés megtörtént, könnyebb lesz. Miután fel?ekerted, csí­pd össze a végét, hogy lezáródjon, majd Helyezd egy süt?lapra. szárd rá a maradék sajtot és a félretett petrezsel?met. Süsd 350 fokon 45-55 percig. Hagyd pihenni öt percig, miel?tt fel?zel?tel?éd.",Hús,"h?tps://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/67/5/piceBB6dR.jpg"
240689,210.0029634,51.33740467,80,F?rgécske csili,"sovány marhahús, vöröshagyma, friss gombák, zöld paprika, fokhagyma gerezd, víz, kockázott paradicsom zöld chilivel? nagy észak-bab, fekete bab, pinto bab, cheddar sajt","Egy nagy lábasban süsd meg a marhahúst és a hagymát közepes lángon, amí­g már nincs rózsaszí­n szí­n?. Adj hozzá gombát, paprikát és fokhagymát,f?zd és keverd 3 percig, amí­g a zöldségek majdnem puhaak. Keverd hozzá a vizet, paradicsomot és taco f?szárt. Forrald fel? csökkentsd a h?t, ésf?zd lassú t?zön, lefedve, 30 percig. Adj hozzá babot, ésf?zd további 30 percig. Tálaláskor szárd meg sajttal.",Hüvel?esek,"h?tps://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/24/06/89/picVi7el?.jpg"
317310,219.8890018,60.43762248,65,F?száres marhahús rizzsel,"sovány marhahús, vöröshagyma, zöld paprika, f?tt rizs, egész szem? kukorica, mexikói stÃ­lusú paradicsomok, kockázott paradicsomok, chili por, fokhagymapor, só, Vel?eeta sajt, dió, pekán dió, margarin","1. Egy nagy serpeny?ben süsd meg a marhahúst, a hagymát és a zöld paprikát közepes lángon, amí­g a hús már nem rózsaszí­n. 2. Jól csöpögtesd le., Adj hozzá rizst, kukoricát, bef?tt paradicsomot, kockázott paradicsomot, chili paprikát, fokhagyma port és sót, majd forrald fel? 3. Vedd le a t?zr?l., Keverd hozzá a Vel?eetta sajtot, amí­g el?lvad. 4. Kanalazd a kikent 9x13-as süt?edénybe., Keverd össze a kekszmorzsát, diót és olvasztott margarint, majd szárd rá a tetejére a casserole-nak., Süsd 350 fokon 25 percig fedetlenül, vagy amí­g a casserole forró és buborékos lesz..",Egytálétel,"h?tps://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/73/10/piczPtel?.jpg"
227817,235.0898619,59.64945706,60,Babmentes csili,"sertéshurka, sovány darált marhahús, kockára vágott paradicsom, hagyma, zöld paprika, zel?er, zúzott fokhagymagerezdek, só, chili por, ?rölt csÃ­p?s paprika, paradicsompüré, ?rölt paradicsom","Süssd meg a darált marhahúst és kolbászt., szárd le a zsí­rt., Amikor tel?esen átsült, tedd át a lassúf?z?be., Keverd hozzá a maradék hozzávalókat., Fedd le ésf?zd alacsony fokozaton 8-10 órán keresztül., szárd meg reszel? sajttal és tejföllel?",Sertés,"h?tps://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/22/78/17/SHJpkVh?tcSBCGRNDpGg-My_turkey_chili_is_coming_along_quite_nicel?_chili"
378132,227.0500312,65.80243102,55,George bácsi koktélhúsgombócai,"Darált marhahús, reggel?z? kolbász, vöröshagyma, parmezán sajt, petrezsel?em, tojás, só, bors, ketchup, száraz sherry, szárÃ­tott oregánó","Keverd össze az el?? kilenc húsgombóc hozzávalót alaposan, majd hagyd pihenni a h?t?ben legalább 30 percig. Görgetd gombóc alakúra (kisebbeket koktélhoz, közepes-nagyokat f?étel?khez). Melegíts olajat serpeny?ben közepes lángon, kevergetve pirí­tsd meg minden oldalukon. Pirí­tsd ?ket adagonként, hogy ne legyen zsúfolt a serpeny?, és ne párologjanak. A kisebb húsgombócok kb. 10 perc alatt el?észülnek (a nagyobbak nyilvánvalóan kicsit tovább fognak tartani). A húsgombócokat meg is pirí­th?tod olajozott tepsiben 180 fokos süt?ben, minden öt percenként megfordí­tva, amí­g megpirulnak és átsülnek (kb. 20 perc). 

A szószhoz. Keverd össze a ketchupot, a sherryt és az oreganót, majd öntsd a megpirí­tott húsgombócokra. Melegítsd, amí­g a szósz bugyog, és a húsgombócok átmel?gszenek. Tálald egy könny? melegít?s tálban (vagy lassúf?z?ben koktélpartira fogpiszkálókkal). A szószban lév?húsgombócokat lefagyaszth?tod, majd egyszár?en fel?elegíth?ted mikrohullámú süt?ben vagy t?zhel?en.",Hús,"h?tps://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/37/81/32/picJMx3yB.jpg"
516530,229.4141279,48.72937149,75,Olasz kolbászos és marhahúsos rizses tál,"enyhe olasz kolbász, zöld paprika, fokhagyma gerezdek, extra sz?z olÃ­vaolaj, Worcestershire szósz, szójaszósz, hagymapor, paradicsomok, marhahús alaplé, frissen ?rölt fekete bors, tengeri só","1. Egy nagy serpeny?ben melegíts olajat. 2. Adj hozzá mindkét apróra kockázott hagymát és zöld paprikát, valamint a zúzott fokhagymát, és az összes só és bors fel?t, majd pirí­tsd, amí­g a hagymák és paprikák puha nem lesznek.
Add mindkét olasz kolbászt és darált marhahúst, és pirí­tsd, amí­g nincs több rózsaszí­n. 3. Mí­g a hús pirul,f?zd meg a rizst a csomagoláson lév?utasí­tások szárint.
í–ntsd le a fel?sleges zsí­r nagy részét, de ne az összeset. 4. Adj hozzá a darabos paradicsomot, marhahús alaplevet, Worcestershire szószt és szójaszószt, valamint a maradék sót és borsot. 5. Forrald fel? majdf?zd 10-15 percig.
Az étel?fel?t tedd egy zacskóba, és tedd fagyasztóba kés?bbi fel?asználás céljából. 6.öntsd a rizst egy nagy tálba, majd öntsd rá a maradék húskeveréket. Jól keverd össze, majd tálald.",Rizs,"h?tps://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/submissions/recipe/41375280/2XI3NLzTaGjqIVjEtC7O_sweet%20potato%20strips%2C%20ham%20steaks%2C%20beef%20-sausage%20rice%2C%20blueberry%20006.JPG"
424954,211.1022396,65.66389933,60,Gluténmentes Ramen-stÃ­lusú Tésztaleves,"csirkehús, marhahús alaplé kocka, víz, petrezsel?em, cayenne bors, tojás","1. Helyezd a tésztát, a leveskockákat és a vizet egy kisebb lábasba. 2. Forrald fel? 3. Ha használsz zöldségeket, add hozzájuk.,f?zd körülbelül 3 percig, amí­g a tészta puha lesz., Ha száretnéd, adj hozzá cayenne borsot a leves f?száresebbé tétel? érdekében., Ha száretnéd, törj egy tojást a levesbe, és gyorsan keverd össze. 4.f?zd csak egy-két percig, amí­g a tojás megf?., Egy étel?é alakí­táshoz - adj hozzá maradék csirkét, marhahúst vagy garnélát.",Tiszta leves,"h?tps://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/49/54/pict9YfgJ.jpg"
396714,252.6459576,69.5697624,40,észak-horvát S?lt Kacsa,"kacsa, só, majoránna","1. Tisztí­tsd meg a kacsát, és sózd be csak bel?lr?l 2-3 órával a sütés el?tt. 2. Adj hozzá egy ev?kanál majoránnát a kacsa belsejébe, hogy befedje a húsát.
3. Melegítsd el? a süt?t 250 fokra. Ha van el?g zsí­r a kacsa belsejében, távolí­tsd el?ezt a zsí­rt, és külön kis lábosban olvaszd fel? adj hozzá disznózsí­rt. Melegítsd fel?a disznózsí­rt, és öntsd a kacsa b?rére (ezzel?becsukjuk a pórusokat a b?rön).
4. Azonnal tedd a kacsát a forró süt?be, süsd 20 percig 250 fokon, majd csökkentsd a h?fokot 180 fokra. Az utolsó 20 percben süsd 200 fokon.
5. Egy 2500 g-os kacsa kb. 120 percig sül.
6. Kezdd el?szeletel?i a kacsát 15 perces pihenés után. Használd ezt az id?t a zsí­rcseppek el?ávolí­tására, amire szükséged lesz a mlincihez.",Egész kacsa,"h?tps://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/39/67/14/picqgps9N.jpg"
